---config@码表分类=主码-3
---config@允许编辑=否
---config@码表别名=系统英文
a	a#序10000
xylotomous	xylotomous#序10000
yaffingale	yaffingale#序10000
yaguarundi	yaguarundi#序10000
yankeefied	yankeefied#序10000
yankeeland	yankeeland#序10000
yarborough	yarborough#序10000
yardmaster	yardmaster#序10000
yearningly	yearningly#序10000
yeastiness	yeastiness#序10000
yellowback	yellowback#序10000
yellowbark	yellowbark#序10000
yellowbill	yellowbill#序10000
yellowbird	yellowbird#序10000
yellowcake	yellowcake#序10000
yellowhead	yellowhead#序10000
yellowlegs	yellowlegs#序10000
yellowness	yellowness#序10000
yellowweed	yellowweed#序10000
yellowwood	yellowwood#序10000
yestereven	yestereven#序10000
yestermorn	yestermorn#序10000
yesteryear	yesteryear#序10000
yieldingly	yieldingly#序10000
yodization	yodization#序10000
yokefellow	yokefellow#序10000
yotization	yotization#序10000
youngberry	youngberry#序10000
youngstown	youngstown#序10000
yourselves	yourselves#序10000
youthfully	youthfully#序10000
yttrialite	yttrialite#序10000
yugoslavia	yugoslavia#序10000
yugoslavic	yugoslavic#序10000
zabaglione	zabaglione#序10000
zeaxanthin	zeaxanthin#序10000
zengakuren	zengakuren#序10000
zenithward	zenithward#序10000
zenophobia	zenophobia#序10000
zhdanovism	zhdanovism#序10000
zigzaggery	zigzaggery#序10000
zimbabwean	zimbabwean#序10000
zinckenite	zinckenite#序10000
zincograph	zincograph#序10000
zoantharia	zoantharia#序10000
zoanthropy	zoanthropy#序10000
zollverein	zollverein#序10000
zonerefine	zonerefine#序10000
zoniferous	zoniferous#序10000
zooecology	zooecology#序10000
zoogeology	zoogeology#序10000
zoolatrous	zoolatrous#序10000
zoological	zoological#序10000
zoomorphic	zoomorphic#序10000
zoophagous	zoophagous#序10000
zoophilism	zoophilism#序10000
zoophilist	zoophilist#序10000
zoophilous	zoophilous#序10000
zoophysics	zoophysics#序10000
zooplastic	zooplastic#序10000
zussmanite	zussmanite#序10000
zwitterion	zwitterion#序10000
zygocactus	zygocactus#序10000
zygodactyl	zygodactyl#序10000
zygomycete	zygomycete#序10000
zygosporic	zygosporic#序10000
zymologist	zymologist#序10000
zymosterol	zymosterol#序10000
zythepsary	zythepsary#序10000
abandonment	abandonment#序10000
abbevillian	abbevillian#序10000
abbreviated	abbreviated#序10000
abbreviator	abbreviator#序10000
abecedarian	abecedarian#序10000
abecedarium	abecedarium#序10000
abiogenesis	abiogenesis#序10000
abiogenetic	abiogenetic#序10000
abiological	abiological#序10000
ablactation	ablactation#序10000
ablepharous	ablepharous#序10000
ablutionary	ablutionary#序10000
abmigration	abmigration#序10000
abnormalism	abnormalism#序10000
abnormality	abnormality#序10000
abolishable	abolishable#序10000
abolishment	abolishment#序10000
abomination	abomination#序10000
abortionism	abortionism#序10000
abortionist	abortionist#序10000
aboveground	aboveground#序10000
abovestairs	abovestairs#序10000
abracadabra	abracadabra#序10000
abranchiate	abranchiate#序10000
abridgement	abridgement#序10000
abscondence	abscondence#序10000
absentation	absentation#序10000
absenteeism	absenteeism#序10000
absorberman	absorberman#序10000
absorbingly	absorbingly#序10000
absorptance	absorptance#序10000
abstentious	abstentious#序10000
abstraction	abstraction#序10000
abstractive	abstractive#序10000
abstriction	abstriction#序10000
abusiveness	abusiveness#序10000
academicals	academicals#序10000
academician	academician#序10000
academicism	academicism#序10000
acalycinous	acalycinous#序10000
acanthaster	acanthaster#序10000
acarpellous	acarpellous#序10000
acatalectic	acatalectic#序10000
acataleptic	acataleptic#序10000
acaulescent	acaulescent#序10000
accelerando	accelerando#序10000
accelerated	accelerated#序10000
accelerator	accelerator#序10000
accentuator	accentuator#序10000
acceptation	acceptation#序10000
accessional	accessional#序10000
accessorial	accessorial#序10000
accessories	accessories#序10000
accessorily	accessorily#序10000
accessorius	accessorius#序10000
accessorize	accessorize#序10000
acclamation	acclamation#序10000
acclamatory	acclamatory#序10000
acclimation	acclimation#序10000
acclimatise	acclimatise#序10000
acclimatize	acclimatize#序10000
acclivitous	acclivitous#序10000
accommodate	accommodate#序10000
accompanier	accompanier#序10000
accompanist	accompanist#序10000
accordatura	accordatura#序10000
accordingly	accordingly#序10000
accoucheuse	accoucheuse#序10000
accountable	accountable#序10000
accountably	accountably#序10000
accountancy	accountancy#序10000
accrescence	accrescence#序10000
acculturate	acculturate#序10000
acculturize	acculturize#序10000
accumulator	accumulator#序10000
accusatival	accusatival#序10000
acetanilide	acetanilide#序10000
acetoacetyl	acetoacetyl#序10000
acetobacter	acetobacter#序10000
acetonaemia	acetonaemia#序10000
acharnement	acharnement#序10000
achievement	achievement#序10000
achroglobin	achroglobin#序10000
achromatism	achromatism#序10000
achromatize	achromatize#序10000
achromatous	achromatous#序10000
acidanthera	acidanthera#序10000
acidimetric	acidimetric#序10000
acidophilic	acidophilic#序10000
acidophilus	acidophilus#序10000
acinaciform	acinaciform#序10000
acknowledge	acknowledge#序10000
acmesthesia	acmesthesia#序10000
acouophonia	acouophonia#序10000
acoustician	acoustician#序10000
acqierement	acqierement#序10000
acquiescent	acquiescent#序10000
acquirement	acquirement#序10000
acquisition	acquisition#序10000
acquisitive	acquisitive#序10000
acquittance	acquittance#序10000
acraldehyde	acraldehyde#序10000
acrimonious	acrimonious#序10000
acrocarpous	acrocarpous#序10000
acrocentric	acrocentric#序10000
acrodromous	acrodromous#序10000
acromegalic	acromegalic#序10000
acronically	acronically#序10000
actinograph	actinograph#序10000
actinometer	actinometer#序10000
actinometry	actinometry#序10000
actinomyces	actinomyces#序10000
actinomycin	actinomycin#序10000
actualistic	actualistic#序10000
acumination	acumination#序10000
acupressure	acupressure#序10000
acupuncture	acupuncture#序10000
addressable	addressable#序10000
adenomatoid	adenomatoid#序10000
adenomatous	adenomatous#序10000
adiaphorism	adiaphorism#序10000
adiaphorist	adiaphorist#序10000
adiaphorous	adiaphorous#序10000
adjournment	adjournment#序10000
adjudgement	adjudgement#序10000
adjudicator	adjudicator#序10000
adminicular	adminicular#序10000
admiralship	admiralship#序10000
adolescence	adolescence#序10000
adolescency	adolescency#序10000
adoptionism	adoptionism#序10000
adoptionist	adoptionist#序10000
adrenodoxin	adrenodoxin#序10000
adrenolytic	adrenolytic#序10000
adscription	adscription#序10000
adulterated	adulterated#序10000
adulterator	adulterator#序10000
adumbration	adumbration#序10000
adumbrative	adumbrative#序10000
advancement	advancement#序10000
adventruous	adventruous#序10000
adventuress	adventuress#序10000
adventurism	adventurism#序10000
adventurist	adventurist#序10000
adventurous	adventurous#序10000
adverbially	adverbially#序10000
adversarial	adversarial#序10000
adversative	adversative#序10000
advertising	advertising#序10000
advertizing	advertizing#序10000
advertorial	advertorial#序10000
aeolotropic	aeolotropic#序10000
aerobiology	aerobiology#序10000
aerodynamic	aerodynamic#序10000
aeroelastic	aeroelastic#序10000
aerographer	aerographer#序10000
aeromedical	aeromedical#序10000
aeronautics	aeronautics#序10000
aerophysics	aerophysics#序10000
aeroplanist	aeroplanist#序10000
aerostatics	aerostatics#序10000
aerostation	aerostation#序10000
aerotherapy	aerotherapy#序10000
aerotropism	aerotropism#序10000
aesculapius	aesculapius#序10000
aesthetical	aesthetical#序10000
aestivation	aestivation#序10000
aethereally	aethereally#序10000
affectation	affectation#序10000
affectingly	affectingly#序10000
affectional	affectional#序10000
affectively	affectively#序10000
affectivity	affectivity#序10000
afficionado	afficionado#序10000
affiliation	affiliation#序10000
affirmation	affirmation#序10000
affirmative	affirmative#序10000
affirmatory	affirmatory#序10000
afforcement	afforcement#序10000
affranchise	affranchise#序10000
affreighter	affreighter#序10000
affricative	affricative#序10000
affrontedly	affrontedly#序10000
afghanistan	afghanistan#序10000
afterburner	afterburner#序10000
aftercooler	aftercooler#序10000
afterdinner	afterdinner#序10000
aftereffect	aftereffect#序10000
aftergrowth	aftergrowth#序10000
aftermarket	aftermarket#序10000
afternooner	afternooner#序10000
afterschool	afterschool#序10000
agamospermy	agamospermy#序10000
aganglionic	aganglionic#序10000
agglomerant	agglomerant#序10000
agglomerate	agglomerate#序10000
agglutinant	agglutinant#序10000
agglutinate	agglutinate#序10000
aggradation	aggradation#序10000
aggravating	aggravating#序10000
aggravation	aggravation#序10000
aggregately	aggregately#序10000
aggregation	aggregation#序10000
aggregative	aggregative#序10000
agitational	agitational#序10000
agnosticism	agnosticism#序10000
agonisingly	agonisingly#序10000
agonizingly	agonizingly#序10000
agoraphobia	agoraphobia#序10000
agoraphobic	agoraphobic#序10000
agrarianism	agrarianism#序10000
agrarianize	agrarianize#序10000
agriculture	agriculture#序10000
agrobiology	agrobiology#序10000
agrophilous	agrophilous#序10000
agrostology	agrostology#序10000
aiguillette	aiguillette#序10000
ailurophile	ailurophile#序10000
ailurophobe	ailurophobe#序10000
aircraftman	aircraftman#序10000
airsickness	airsickness#序10000
alabastrine	alabastrine#序10000
albedometer	albedometer#序10000
albigensian	albigensian#序10000
albugineous	albugineous#序10000
albuminuria	albuminuria#序10000
albuquerque	albuquerque#序10000
alchemistic	alchemistic#序10000
alcoholysis	alcoholysis#序10000
alcyonarian	alcyonarian#序10000
aldermaston	aldermaston#序10000
aldosterone	aldosterone#序10000
alembicated	alembicated#序10000
alexandrine	alexandrine#序10000
alexandrite	alexandrite#序10000
algebraical	algebraical#序10000
algesimeter	algesimeter#序10000
algophagous	algophagous#序10000
algorithmic	algorithmic#序10000
aliesterase	aliesterase#序10000
aliturgical	aliturgical#序10000
alkalescent	alkalescent#序10000
alkalimeter	alkalimeter#序10000
alkalimetry	alkalimetry#序10000
allatectomy	allatectomy#序10000
allegorical	allegorical#序10000
allelomorph	allelomorph#序10000
allelopathy	allelopathy#序10000
alleviation	alleviation#序10000
alleviative	alleviative#序10000
alleviatory	alleviatory#序10000
alloantigen	alloantigen#序10000
allodiality	allodiality#序10000
allopathist	allopathist#序10000
allopelagic	allopelagic#序10000
allopurinol	allopurinol#序10000
allotropism	allotropism#序10000
allpowerful	allpowerful#序10000
alphabetize	alphabetize#序10000
altercation	altercation#序10000
alternately	alternately#序10000
alternating	alternating#序10000
alternation	alternation#序10000
alternative	alternative#序10000
altitudinal	altitudinal#序10000
altocumulus	altocumulus#序10000
altorilievo	altorilievo#序10000
altostratus	altostratus#序10000
alveolation	alveolation#序10000
amalgamable	amalgamable#序10000
amalgamator	amalgamator#序10000
amaranthine	amaranthine#序10000
amateurship	amateurship#序10000
amativeness	amativeness#序10000
ambiguously	ambiguously#序10000
ambilateral	ambilateral#序10000
ambilingnal	ambilingnal#序10000
ambilingual	ambilingual#序10000
ambitiously	ambitiously#序10000
ambivalence	ambivalence#序10000
ambiversion	ambiversion#序10000
amblygonite	amblygonite#序10000
amblyoscope	amblyoscope#序10000
ameliorable	ameliorable#序10000
ameliorator	ameliorator#序10000
amenability	amenability#序10000
amenorrhoea	amenorrhoea#序10000
amentaceous	amentaceous#序10000
amerenglish	amerenglish#序10000
americandom	americandom#序10000
americanese	americanese#序10000
americanise	americanise#序10000
americanism	americanism#序10000
americanist	americanist#序10000
americanize	americanize#序10000
amethystine	amethystine#序10000
ametoecious	ametoecious#序10000
amicability	amicability#序10000
aminophenol	aminophenol#序10000
aminopterin	aminopterin#序10000
aminopyrine	aminopyrine#序10000
ammoniation	ammoniation#序10000
ammonifiers	ammonifiers#序10000
ammonolysis	ammonolysis#序10000
ammonotelic	ammonotelic#序10000
ammophilous	ammophilous#序10000
amniography	amniography#序10000
amobarbital	amobarbital#序10000
amontillado	amontillado#序10000
amperemeter	amperemeter#序10000
amperometer	amperometer#序10000
amphetamine	amphetamine#序10000
amphibiotic	amphibiotic#序10000
amphibolite	amphibolite#序10000
amphibology	amphibology#序10000
amphibolous	amphibolous#序10000
amphichroic	amphichroic#序10000
amphicrania	amphicrania#序10000
amphictyony	amphictyony#序10000
amphidromia	amphidromia#序10000
amphigamous	amphigamous#序10000
amphigenous	amphigenous#序10000
amphimictic	amphimictic#序10000
amphipathic	amphipathic#序10000
amphiphilic	amphiphilic#序10000
amphisbaena	amphisbaena#序10000
amphistylar	amphistylar#序10000
amplexicaul	amplexicaul#序10000
amyloidosis	amyloidosis#序10000
amylopectin	amylopectin#序10000
amyotrophia	amyotrophia#序10000
anachronism	anachronism#序10000
anachronous	anachronous#序10000
anacoluthia	anacoluthia#序10000
anacoluthon	anacoluthon#序10000
anacreontic	anacreontic#序10000
anadiplosis	anadiplosis#序10000
anaerophyte	anaerophyte#序10000
anaesthesia	anaesthesia#序10000
anaesthetic	anaesthetic#序10000
anaglyptics	anaglyptics#序10000
anagnorisis	anagnorisis#序10000
analogously	analogously#序10000
anamorphism	anamorphism#序10000
anaphylaxis	anaphylaxis#序10000
anarchistic	anarchistic#序10000
anastomosis	anastomosis#序10000
anathematic	anathematic#序10000
androgenize	androgenize#序10000
androgenous	androgenous#序10000
androgynous	androgynous#序10000
androphobia	androphobia#序10000
androsphinx	androsphinx#序10000
anecdotical	anecdotical#序10000
anemography	anemography#序10000
anemometric	anemometric#序10000
anesthetist	anesthetist#序10000
anesthetize	anesthetize#序10000
anfractuous	anfractuous#序10000
angelically	angelically#序10000
angelologic	angelologic#序10000
angelophany	angelophany#序10000
angiography	angiography#序10000
angiomatous	angiomatous#序10000
angiotensin	angiotensin#序10000
anglicanism	anglicanism#序10000
anglomaniac	anglomaniac#序10000
anglophobia	anglophobia#序10000
anhematosis	anhematosis#序10000
anhemitonic	anhemitonic#序10000
anhydration	anhydration#序10000
animalculum	animalculum#序10000
animalistic	animalistic#序10000
animatingly	animatingly#序10000
aniseikonia	aniseikonia#序10000
aniseikonic	aniseikonic#序10000
anisocercal	anisocercal#序10000
anisogamete	anisogamete#序10000
anisomerous	anisomerous#序10000
anisometric	anisometric#序10000
anisotropic	anisotropic#序10000
annabergite	annabergite#序10000
annihilable	annihilable#序10000
annihilator	annihilator#序10000
anniversary	anniversary#序10000
annonaceous	annonaceous#序10000
annunciator	annunciator#序10000
anomalistic	anomalistic#序10000
anonymously	anonymously#序10000
anorthosite	anorthosite#序10000
anovulation	anovulation#序10000
anovulatory	anovulatory#序10000
antalkaline	antalkaline#序10000
antatrophic	antatrophic#序10000
antecedence	antecedence#序10000
antecedency	antecedency#序10000
antechamber	antechamber#序10000
anteflexion	anteflexion#序10000
antemarital	antemarital#序10000
antemundane	antemundane#序10000
antenniform	antenniform#序10000
antenuptial	antenuptial#序10000
anteorbital	anteorbital#序10000
antepaschal	antepaschal#序10000
antependium	antependium#序10000
anteriority	anteriority#序10000
anteversion	anteversion#序10000
