一万	yiwj
连遭	lmzc
连锁	lmso
连长	lmvh
连闯	lmil
连队	lmdv
迟到	iidc
迟延	iiyj
迟早	iizc
迟暮	iimu
迟来	iild
迟滞	iivi
迟疑	iiyi
迟缓	iihr
迟误	iiwu
迟迟	iiii
迟钝	iidy
迥异	jsyi
迥然	jsrj
迪厅	ditk
迪拜	dibd
迫于	poyu
迫使	poui
迫切	poqp
迫害	pohd
迫近	pojb
迭代	dpdd
述说	uuuo
迷上	miuh
迷乱	milr
迷人	mirf
迷住	mivu
迷你	mini
迷信	mixb
迷倒	midc
迷失	miui
迷宫	migs
迷幻	mihr
迷彩	micd
迷恋	milm
迷惑	miho
迷惘	miwh
迷离	mili
迷糊	mihu
迷茫	mimh
迷药	miyc
迷路	milu
迷途	mitu
迷醉	mizv
迷雾	miwu
迷魂	mihy
迸发	bgfa
迸射	bgue
迹象	jixl
追上	vvuh
追偿	vvih
追加	vvjx
追回	vvhv
追寻	vvxy
追尾	vvww
追忆	vvyi
追念	vvnm
追思	vvsi
追悼	vvdc
追打	vvda
追捕	vvbu
追捧	vvpg
追星	vvxk
追杀	vvua
追来	vvld
追查	vvia
追求	vvqq
追涨	vvvh
追溯	vvsu
追着	vvve
追究	vvjq
追索	vvso
追缴	vvjn
追认	vvrf
追赃	vvzh
追赶	vvgj
追踪	vvzs
追逐	vvvu
追问	vvwf
追随	vvsv
追风	vvfg
追高	vvgc
退下	tvxx
退了	tvle
退伍	tvwu
退休	tvxq
退党	tvdh
退兵	tvbk
退出	tviu
退化	tvhx
退却	tvqt
退去	tvqu
退后	tvhz
退回	tvhv
退场	tvih
退婚	tvhy
退学	tvxt
退市	tvui
退席	tvxi
退庭	tvtk
退役	tvyi
退房	tvfh
退换	tvhr
退格	tvge
退款	tvkr
退步	tvbu
退潮	tvic
退烧	tvuc
退票	tvpn
退租	tvzu
退税	tvuv
退缩	tvso
退群	tvqy
退职	tvvi
退股	tvgu
退订	tvdk
退让	tvrh
退货	tvho
退赃	tvzh
退赔	tvpw
退路	tvlu
退还	tvhr
退避	tvbi
退钱	tvqm
退隐	tvyb
送上	ssuh
送交	ssjn
送人	ssrf
送信	ssxb
送出	ssiu
送别	ssbp
送到	ssdc
送去	ssqu
送命	ssmk
送回	sshv
送审	ssuf
送客	sske
送来	ssld
送死	sssi
送水	ssuv
送礼	ssli
送终	ssvs
送给	ssgw
送股	ssgu
送花	sshx
送葬	sszh
送行	ssxk
送货	ssho
送走	sszz
送达	ssda
送还	sshr
送进	ssjb
送饭	ssfj
适合	uihe
适应	uiyk
适度	uidu
适当	uidh
适才	uicd
适量	uill
逃亡	tcwh
逃兵	tcbk
逃到	tcdc
逃匿	tcni
逃命	tcmk
逃婚	tchy
逃学	tcxt
逃犯	tcfj
逃生	tcug
逃票	tcpn
逃离	tcli
逃税	tcuv
逃窜	tccr
逃脱	tcto
逃荒	tchl
逃课	tcke
逃走	tczz
逃跑	tcpc
逃过	tcgo
逃逸	tcyi
逃遁	tcdy
逃避	tcbi
逃难	tcnj
逆光	nigl
逆势	niui
逆反	nifj
逆向	nixl
逆境	nijk
逆天	nitm
逆差	niia
逆推	nitv
逆流	nilq
逆行	nixk
逆袭	nixi
逆转	nivr
逆风	nifg
选中	xrvs
选举	xrju
选任	xrrf
选修	xrxq
选出	xriu
选取	xrqu
选址	xrvi
选好	xrhc
选定	xrdk
选录	xrlu
选手	xruz
选拔	xrba
选择	xrze
选材	xrcd
选民	xrmb
选派	xrpd
选用	xrys
选票	xrpn
选编	xrbm
选美	xrmw
选购	xrgz
选送	xrss
选配	xrpw
选错	xrco
选项	xrxl
选题	xrti
逊色	xyse
逍遥	xnyc
透亮	tzll
透光	tzgl
透彻	tzie
透支	tzvi
透明	tzmk
透气	tzqi
透着	tzve
透视	tzui
透过	tzgo
透露	tzlu
透风	tzfg
逐年	vunm
逐日	vuri
逐条	vutn
逐步	vubu
逐渐	vujm
逐行	vuhh
逐项	vuxl
递交	dijn
递减	dijm
递增	dizg
递延	diyj
递归	digv
递推	ditv
递给	digw
递进	dijb
递送	diss
途中	tuvs
途径	tujk
逗乐	dzle
逗人	dzrf
逗号	dzhc
逗哏	dzgf
逗引	dzyb
逗留	dzlq
逗笑	dzxn
逗趣	dzqu
通俗	tssu
通信	tsxb
通假	tsjx
通兑	tsdv
通关	tsgr
通则	tsze
通匪	tsfw
通吃	tsii
通向	tsxl
通告	tsgc
通天	tstm
通奸	tsjm
通婚	tshy
通宵	tsxn
通常	tsih
通往	tswh
通才	tscd
通报	tsbc
通敌	tsdi
通牒	tsdp
通用	tsys
通电	tsdm
通病	tsbk
通盘	tspj
通知	tsvi
通票	tspn
通篇	tspm
通红	tshs
通缩	tsso
通胀	tsvh
通融	tsrs
通行	tsxk
通讯	tsxy
通论	tsly
通话	tshx
通读	tsdu
通车	tsie
通达	tsda
通过	tsgo
通透	tstz
通途	tstu
通道	tsdc
通配	tspw
通铺	tspu
通顺	tsuy
通风	tsfg
逛街	gljp
逛逛	glgl
逞能	igng
速写	suxp
速决	sujt
速冻	suds
速回	suhv
速度	sudu
速归	sugv
速录	sulu
速效	suxn
速查	suia
速溶	surs
速率	sulv
速算	susr
速记	suji
速递	sudi
速速	susu
造价	zcjx
造册	zcce
造出	zciu
造化	zchx
造句	zcju
造型	zcxk
造孽	zcnp
造成	zcig
造物	zcwu
造福	zcfu
造船	zcir
造血	zcxt
造访	zcfh
造词	zcci
造谣	zcyc
逡巡	qyxy
逮住	ddvu
逮捕	ddbu
逻辑	loji
逼债	bivd
逼婚	bihy
逼真	bivf
逼走	bizz
逼近	bijb
逼迫	bipo
逼问	biwf
遁形	dyxk
遇上	yuuh
遇到	yudc
遇害	yuhd
遇见	yujm
遇难	yunj
遍地	bmdi
遍布	bmbu
遍野	bmye
遏制	eevi
遐想	xxxl
遑论	hlly
道义	dcyi
道具	dcju
道别	dcbp
道喜	dcxi
道学	dcxt
道德	dcde
道教	dcjn
道歉	dcqm
道理	dcli
道白	dcbd
道行	dchg
道谢	dcxp
道贺	dche
道路	dclu
遗产	yiij
遗传	yiir
遗嘱	yivu
遗孀	yiul
遗忘	yiwh
遗恨	yihf
遗憾	yihj
遗漏	yilz
遗留	yilq
遗落	yilo
遗言	yiyj
遗骸	yihd
遣散	qmsj
遣返	qmfj
遣送	qmss
遥想	ycxl
遥控	ycks
遥望	ycwh
遥远	ycyr
遨游	aoyz
遭到	zcdc
遭劫	zcjp
遭受	zcuz
遭殃	zcyh
遭罪	zczv
遭逢	zcfg
遭遇	zcyu
遭际	zcji
遭难	zcnj
遮丑	veiz
遮住	vevu
遮光	vegl
遮拦	velj
遮挡	vedh
遮掩	veyj
遮盖	vegd
遮羞	vexq
遮蔽	vebi
遵义	zyyi
遵从	zycs
遵令	zylk
遵命	zymk
遵守	zyuz
遵循	zyxy
遵旨	zyvi
遵照	zyvc
遵纪	zyji
避光	bigl
避免	bimm
避嫌	bixm
避孕	biyy
避开	bikd
避暑	biuu
避祸	biho
避税	biuv
避让	birh
避讳	bihv
避险	bixm
避难	binj
避风	bifg
邀请	ycqk
邂逅	xphz
邋遢	lata
那个	nage
那么	name
那些	naxp
那人	narf
那件	najm
那份	naff
那位	naww
那儿	naer
那厮	nasi
那叫	najn
那可	nake
那台	natd
那块	nakk
那天	natm
那套	natc
那好	nahc
那家	najx
那就	najq
那届	najp
那帮	nabh
那年	nanm
那张	navh
那批	napi
那时	naui
那晚	nawj
那本	nabf
那条	natn
那样	nayh
那次	naci
那段	nadr
那点	nadm
那种	navs
那篇	napm
那行	naxk
那边	nabm
那还	nahd
那里	nali
邦交	bhjn
邪乎	xphu
邪念	xpnm
邪恶	xpee
邪教	xpjn
邪门	xpmf
邪魔	xpmo
邮件	yzjm
邮包	yzbc
邮寄	yzji
邮局	yzju
邮差	yzid
邮戳	yzio
邮政	yzvg
邮票	yzpn
邮箱	yzxl
邮购	yzgz
邮费	yzfw
邮递	yzdi
邯郸	hjdj
邻国	lbgo
邻家	lbjx
邻居	lbju
邻座	lbzo
邻省	lbug
邻邦	lbbh
郁结	yujp
郁闷	yumf
郊区	jnqu
郊外	jnwd
郎中	lhvs
郎君	lhjy
郑州	vgvz
郑码	vgma
郑重	vgvs
郡主	jyvu
部下	buxx
部件	bujm
部位	buww
部分	buff
部署	buuu
部落	bulo
部长	buvh
部门	bumf
部首	buuz
郫县	pixm
都不	dzbu
都会	duhv
都会	dzhv
都可	dzke
都在	dzzd
都市	duui
都很	dzhf
都快	dzkk
都怪	dzgk
都想	dzxl
都是	dzui
都曾	dzcg
都有	dzyz
都比	dzbi
都没	dzmw
都用	dzys
都给	dzgw
都能	dzng
都行	dzxk
都要	dzyc
都说	dzuo
鄙人	birf
鄙夷	biyi
鄙视	biui
酋长	qqvh
酌情	voqk
酌量	voll
配上	pwuh
配乐	pwyt
配件	pwjm
配偶	pwou
配发	pwfa
配合	pwhe
配售	pwuz
配图	pwtu
配备	pwbw
配套	pwtc
配好	pwhc
配对	pwdv
配戏	pwxi
配料	pwln
配方	pwfh
配曲	pwqu
配比	pwbi
配电	pwdm
配给	pwji
配置	pwvi
配股	pwgu
配色	pwse
配药	pwyc
配角	pwjt
配送	pwss
配音	pwyb
配额	pwee
配餐	pwcj
酒仙	jqxm
酒令	jqlk
酒厂	jqih
酒后	jqhz
酒吧	jqba
酒宴	jqyj
酒家	jqjx
酒席	jqxi
酒庄	jqvl
酒店	jqdm
酒徒	jqtu
酒杯	jqbw
酒桶	jqts
酒楼	jqlz
酒气	jqqi
酒水	jquv
酒泉	jqqr
酒瓶	jqpk
酒盅	jqvs
酒窝	jqwo
酒类	jqlw
酒糟	jqzc
酒缸	jqgh
酒肉	jqrz
酒色	jqse
酒酿	jqnl
酒醉	jqzv
酒量	jqll
酒馆	jqgr
酒鬼	jqgv
酗酒	xujq
酝酿	yynl
酣畅	hjih
酣醉	hjzv
酥胸	suxs
酥脆	sucv
酥软	surr
酥麻	suma
酬劳	izlc
酬宾	izbb
酬谢	izxp
酱油	jlyz
酵母	jnmu
酷似	kusi
酷刑	kuxk
酷暑	kuuu
酷热	kure
酷爱	kuai
酸味	srww
酸奶	srnd
酸度	srdu
酸性	srxk
酸枣	srzc
酸涩	srse
酸甜	srtm
酸疼	srtg
酸痛	srts
酸臭	sriz
酸苦	srku
酸菜	srcd
酸软	srrr
酸辣	srla
酸雨	sryu
酸麻	srma
酿出	nliu
酿制	nlvi
酿成	nlig
酿蜜	nlmi
酿造	nlzc
酿酒	nljq
醇厚	iyhz
醇香	iyxl
醉了	zvle
醉倒	zvdc
醉卧	zvwo
醉态	zvtd
醉眼	zvyj
醉话	zvhx
醉酒	zvjq
醋酸	cusr
醒悟	xkwu
醒来	xkld
醒目	xkmu
醒酒	xkjq
采光	cdgl
采写	cdxp
采取	cdqu
采摘	cdvd
采暖	cdnr
采样	cdyh
采用	cdys
采矿	cdkl
采纳	cdna
采编	cdbm
采茶	cdia
采访	cdfh
采购	cdgz
采集	cdji
释怀	uihk
释放	uifh
释然	uirj
里头	litz
里弄	lils
里边	libm
里面	limm
重下	isxx
重仓	vsch
重伤	vsuh
重修	isxq
重写	isxp
重创	vsil
重叠	isdp
重合	ishe
重名	ismk
重启	isqi
重唱	isih
重回	ishv
重围	isww
重塑	issu
重复	isfu
重大	vsda
重婚	ishy
重孙	issy
重庆	isqk
重建	isjm
重心	vsxb
重打	isda
重托	vsto
重担	vsdj
重拳	vsqr
重振	isvf
重提	isti
重播	isbo
重整	isvg
重新	isxb
重来	isld
重构	isgz
重活	vsho
重温	iswf
重演	isyj
重点	vsdm
重现	isxm
重生	isug
重用	vsys
重申	isuf
重病	vsbk
重码	isma
重磅	vsbh
重组	iszu
重聚	isju
重获	isho
重装	isvl
重要	vsyc
重视	vsui
重设	isue
重责	vsze
重返	isfj
重逢	isfg
重重	isis
重量	vsll
重金	vsjb
重阳	isyh
野人	yerf
野兔	yetu
野兽	yeuz
野地	yedi
野外	yewd
野心	yexb
野战	yevj
野果	yego
野火	yeho
野炊	yeiv
野牛	yenq
野狗	yegz
野猫	yemc
野生	yeug
野种	yevs
野花	yehx
野草	yecc
野菜	yecd
野营	yeyk
野蛮	yemj
野餐	yecj
野马	yema
量产	llij
量化	llhx
量子	llzi
量身	lluf
金光	jbgl
金刚	jbgh
金卡	jbka
金奖	jbjl
金婚	jbhy
金子	jbzi
金属	jbuu
金山	jbuj
金币	jbbi
金库	jbku
金条	jbtn
金杯	jbbw
金榜	jbbh
金殿	jbdm
金牌	jbpd
金牙	jbya
金牛	jbnq
金砖	jbvr
金色	jbse
金莲	jblm
金融	jbrs
金贵	jbgv
金边	jbbm
金钗	jbid
金钱	jbqm
金银	jbyb
金镯	jbvo
金额	jbee
金鱼	jbyu
金黄	jbhl
金龙	jbls
鉴于	jmyu
鉴别	jmbp
鉴定	jmdk
鉴赏	jmuh
鏖战	aovj
针刺	vfci
针对	vfdv
针尖	vfjm
针灸	vfjq
针眼	vfyj
针砭	vfbm
钉子	dkzi
钉鞋	dkxp
钓竿	dngj
钓饵	dner
钓鱼	dnyu
钙化	gdhx
钙片	gdpm
钝角	dyjn
钞票	icpn
钟头	vstz
钟情	vsqk
钟摆	vsbd
钟爱	vsai
钟表	vsbn
钟馗	vskv
钢丝	ghsi
钢印	ghyb
钢叉	ghia
钢板	ghbj
钢架	ghjx
钢珠	ghvu
钢琴	ghqb
钢盔	ghkv
钢筋	ghjb
钢管	ghgr
钢轨	ghgv
钢铁	ghtp
钦佩	qbpw
钦命	qbmk
钦定	qbdk
钦差	qbid
钦慕	qbmu
钦点	qbdm
钦赐	qbci
钩子	gzzi
钩状	gzvl
钩稽	gzji
钩针	gzvf
钱包	qmbc
钱物	qmwu
钱袋	qmdd
钱财	qmcd
钻井	zrjk
钻入	zrru
钻出	zriu
钻到	zrdc
钻头	zrtz
钻孔	zrks
钻心	zrxb
钻戒	zrjp
钻探	zrtj
钻石	zrui
钻研	zryj
钻营	zryk
钻进	zrjb
钾肥	jxfw
铁丝	tpsi
铁人	tprf
铁军	tpjy
铁匠	tpjl
铁器	tpqi
铁塔	tpta
铁头	tptz
铁定	tpdk
铁岭	tplk
铁幕	tpmu
铁打	tpda
铁拐	tpgk
铁拳	tpqr
铁掌	tpvh
铁杆	tpgj
铁板	tpbj
铁树	tpuu
铁桶	tpts
铁棍	tpgy
铁棒	tpbh
铁汉	tphj
铁环	tphr
铁球	tpqq
铁甲	tpjx
铁皮	tppi
铁石	tpui
铁矿	tpkl
铁砂	tpua
铁窗	tpil
铁索	tpso
铁脚	tpjn
铁腕	tpwj
铁臂	tpbi
铁血	tpxt
铁证	tpvg
铁路	tplu
铁蹄	tpti
铁轨	tpgv
铁道	tpdc
铁链	tplm
铁锅	tpgo
铁锈	tpxq
铁锤	tpiv
铁锹	tpqn
铁门	tpmf
铁饼	tpbk
铃声	lkug
铃铛	lkdh
铅笔	qmbi
铆钉	mcdk
铜丝	tssi
铜牌	tspd
铜线	tsxm
铜钱	tsqm
铜锣	tslo
铜锤	tsiv
铡刀	vadc
铭刻	mkke
铭记	mkji
铲平	ijpk
银光	ybgl
银子	ybzi
银屏	ybpk
银川	ybir
银幕	ybmu
银根	ybgf
银河	ybhe
银牌	ybpd
银白	ybbd
银票	ybpn
银联	yblm
银色	ybse
银行	ybhh
银针	ybvf
银钗	ybid
铸造	vuzc
铸铁	vutp
铺位	puww
铺垫	pudm
铺子	puzi
铺平	pupk
铺床	puil
铺开	pukd
铺张	puvh
铺满	pumj
铺盖	pugd
铺砌	puqi
铺设	puue
铺路	pulu
铺陈	puif
铺面	pumm
链条	lmtn
铿锵	kgql
销售	xnuz
销户	xnhu
销案	xnan
销毁	xnhv
销赃	xnzh
销量	xnll
销魂	xnhy
锁上	souh
锁住	sovu
锁孔	soks
锁定	sodk
锁屏	sopk
锁帖	sotp
锁边	sobm
锁链	solm
锁门	somf
锁骨	sogu
锅具	goju
锅巴	goba
锅盖	gogd
锅贴	gotp
锈斑	xqbj
锉刀	codc
锋利	fgli
锋芒	fgmh
锐减	rvjm
锐利	rvli
锐化	rvhx
锐意	rvyi
锐气	rvqi
锐角	rvjn
错乱	colr
错了	cole
错位	coww
错判	copj
错处	coiu
错失	coui
错字	cozi
错开	cokd
错怪	cogk
错愕	coee
错杀	coua
错案	coan
错漏	colz
错爱	coai
错用	coys
错看	cokj
错码	coma
错觉	cojt
错认	corf
错误	cowu
错过	cogo
错题	coti
锣鼓	logu
锤子	ivzi
锤炼	ivlm
锥体	vvti
锦囊	jbnh
锦缎	jbdr
键位	jmww
键帽	jmmc
键盘	jmpj
键选	jmxr
锯断	judr
锯条	jutn
锯齿	juii
锻压	drya
锻炼	drlm
锻造	drzc
镀膜	dumo
镀金	dujb
镇上	vfuh
镇压	vfya
镇子	vfzi
镇宅	vfvd
镇守	vfuz
镇定	vfdk
镇江	vfjl
镇长	vfvh
镇静	vfjk
镊子	npzi
镌刻	jrke
镖局	bnju
镜头	jktz
镜子	jkzi
镜片	jkpm
镜面	jkmm
镣铐	lnkc
镰刀	lmdc
镶钻	xlzr
长久	ihjq
长于	ihyu
长兄	vhxs
长凳	ihdg
长卷	ihjr
长发	ihfa
长句	ihju
长在	vhzd
长城	ihig
长处	ihiu
长夜	ihye
长大	vhda
长女	vhnv
长子	vhzi
长存	ihcy
长孙	vhsy
长安	ihan
长寿	ihuz
长幼	vhyz
长度	ihdu
长廊	ihlh
长征	ihvg
长拳	ihqr
长春	ihiy
长期	ihqi
长棍	ihgy
长毛	ihmc
长江	ihjl
长沙	ihua
长牙	vhya
长生	ihug
长相	vhxl
长短	ihdr
长空	ihks
长线	ihxm
长老	vhlc
长肉	vhrz
长胖	vhph
长膘	vhbn
长虹	ihhs
长街	ihjp
长裙	ihqy
长裤	ihku
长足	ihzu
长跑	ihpc
长辈	vhbw
长达	ihda
长进	vhjb
长远	ihyr
长途	ihtu
长青	ihqk
长靴	ihxt
门上	mfuh
门下	mfxx
门人	mfrf
门前	mfqm
门卫	mfww
门口	mfkz
门后	mfhz
门外	mfwd
门市	mfui
门帘	mflm
门庭	mftk
门径	mfjk
门徒	mftu
门户	mfhu
门房	mffh
门把	mfba
门板	mfbj
门楣	mfmw
门槛	mfkj
门洞	mfds
门派	mfpd
门牙	mfya
门环	mfhr
门球	mfqq
门生	mfug
门神	mfuf
门票	mfpn
门禁	mfjb
门窗	mfil
门第	mfdi
门类	mflw
门缝	mffg
门诊	mfvf
门路	mflu
门边	mfbm
门道	mfdc
门铃	mflk
门锁	mfso
门闩	mfur
门面	mfmm
闪人	ujrf
闪光	ujgl
闪屏	ujpk
闪开	ujkd
闪烁	ujuo
闪现	ujxm
闪电	ujdm
闪着	ujve
闪耀	ujyc
闪躲	ujdo
闪过	ujgo
闪退	ujtv
闪避	ujbi
闪闪	ujuj
闭上	biuh
闭关	bigr
闭卷	bijr
闭口	bikz
闭合	bihe
闭嘴	bizv
闭塞	bise
闭幕	bimu
闭眼	biyj
闭着	bive
闭门	bimf
问下	wfxx
问世	wfui
问候	wfhz
问出	wfiu
问卷	wfjr
问号	wfhc
问斩	wfvj
问答	wfda
问罪	wfzv
问责	wfze
问起	wfqi
问过	wfgo
问道	wfdc
问问	wfwf
问题	wfti
闯入	ilru
闯关	ilgr
闯祸	ilho
闯荡	ildh
闯过	ilgo
闯进	iljb
闰年	rynm
闰月	ryyt
闲了	xmle
闲人	xmrf
闲心	xmxb
闲情	xmqk
闲扯	xmie
闲散	xmsj
闲暇	xmxx
闲杂	xmza
闲着	xmve
闲聊	xmln
闲谈	xmtj
闲逛	xmgl
闲饭	xmfj
间或	jmho
间接	jmjp
间断	jmdr
间杂	jmza
间歇	jmxp
间谍	jmdp
间距	jmju
间隔	jmge
闷头	mftz
闷热	mfre
闷酒	mfjq
闷骚	mfsc
闸门	vamf
闹事	ncui
闹僵	ncjl
闹出	nciu
闹剧	ncju
闹得	ncde
闹心	ncxb
闹着	ncve
闹翻	ncfj
闹腾	nctg
闹钟	ncvs
闹铃	nclk
闹鬼	ncgv
闺女	gvnv
闺房	gvfh
闺秀	gvxq
闺蜜	gvmi
闻听	wftk
闻讯	wfxy
闽南	mbnj
阀门	famf
阁下	gexx
阁楼	gelz
阁老	gelc
阅卷	ytjr
阅历	ytli
阅批	ytpi
阅览	ytlj
阅读	ytdu
阎王	yjwh
阎罗	yjlo
阐发	ijfa
阐明	ijmk
阐述	ijuu
阐释	ijui
阑尾	ljww
阑珊	ljuj
阔佬	kolc
阔别	kobp
阔少	kouc
阔步	kobu
阔气	koqi
阔绰	koio
阖家	hejx
队伍	dvwu
队列	dvlp
队友	dvyz
队员	dvyr
队形	dvxk
队长	dvvh
阡陌	qmmo
防区	fhqu
防备	fhbw
防守	fhuz
防寒	fhhj
防尘	fhif
防弹	fhdj
防御	fhyu
防患	fhhr
防抖	fhdz
防护	fhhu
防晒	fhud
防暴	fhbc
防止	fhvi
防毒	fhdu
防水	fhuv
防洪	fhhs
防滑	fhhx
防潮	fhic
防火	fhho
防疫	fhyi
防病	fhbk
防空	fhks
防线	fhxm
防范	fhfj
防身	fhuf
防雷	fhlw
防风	fhfg
防黑	fhhw
阳光	yhgl
阳关	yhgr
阳具	yhju
阳刚	yhgh
阳历	yhli
阳台	yhtd
阳宅	yhvd
阳平	yhpk
阳性	yhxk
阳春	yhiy
阳朔	yhuo
阳痿	yhww
阳线	yhxm
阴冷	yblg
阴历	ybli
阴唇	ybiy
阴囊	ybnh
阴天	ybtm
阴影	ybyk
阴损	ybsy
阴暗	yban
阴柔	ybrz
阴森	ybsf
阴毛	ybmc
阴沉	ybif
阴沟	ybgz
阴茎	ybjk
阴蒂	ybdi
阴谋	ybmz
阴跌	ybdp
阴阳	ybyh
阴险	ybxm
阴雨	ybyu
阴霾	ybmd
阴风	ybfg
阴魂	ybhy
阵亡	vfwh
阵列	vflp
阵地	vfdi
阵容	vfrs
阵法	vffa
阵痛	vfts
阵线	vfxm
阵脚	vfjn
阵营	vfyk
阵阵	vfvf
阵雨	vfyu
阵风	vffg
阶层	jpcg
阶段	jpdr
阶级	jpji
阻力	zuli
阻塞	zusd
阻塞	zuse
阻扰	zurc
阻拦	zulj
阻挠	zunc
阻挡	zudh
阻断	zudr
阻碍	zuai
阻隔	zuge
阿哥	aage
阿妈	aama
阿妹	aamw
阿姨	aayi
阿婆	aapo
阿拉	aala
阿曼	aamj
阿爸	aaba
阿胶	eejn
阿门	aamf
附件	fujm
附加	fujx
附图	futu
附属	fuuu
附带	fudd
附着	fuvo
附表	fubn
附赠	fuzg
附近	fujb
附送	fuss
陆军	lujy
陆地	ludi
陆战	luvj
陆续	luxu
陆路	lulu
陆运	luyy
陈列	iflp
陈年	ifnm
陈旧	ifjq
陈皮	ifpi
陈规	ifgv
陈设	ifue
陈说	ifuo
陈货	ifho
陈述	ifuu
陈酿	ifnl
陈醋	ifcu
陋习	lzxi
陌生	moug
降临	jllb
降为	jlww
降价	jljx
降低	jldi
降到	jldc
降压	jlya
降噪	jlzc
降序	jlxu
降水	jluv
降温	jlwf
降生	jlug
降级	jlji
降落	jllo
降雨	jlyu
降雪	jlxt
限于	xmyu
限产	xmij
限制	xmvi
限定	xmdk
限度	xmdu
限购	xmgz
限速	xmsu
限量	xmll
限额	xmee
陕北	ujbw
陛下	bixx
陡变	dzbm
陡坡	dzpo
陡增	dzzg
陡峭	dzqn
陡然	dzrj
院内	yrnw
院所	yrso
院系	yrxi
院落	yrlo
院长	yrvh
除下	iuxx
除了	iule
除却	iuqt
除外	iuwd
除害	iuhd
除尘	iuif
除开	iukd
除掉	iudn
除权	iuqr
除草	iucc
除虫	iuis
除非	iufw
陨石	yyui
陨落	yylo
险些	xmxp
险峻	xmjy
险要	xmyc
险遭	xmzc
陪伴	pwbj
陪同	pwts
陪夜	pwye
陪她	pwta
陪嫁	pwjx
陪审	pwuf
陪客	pwke
陪护	pwhu
陪着	pwve
陪练	pwlm
陪葬	pwzh
陪衬	pwif
陪读	pwdu
陪酒	pwjq
陪陪	pwpw
陵园	lkyr
陵墓	lkmu
陵寝	lkqb
陶冶	tcye
陶瓷	tcci
陶醉	tczv
陷入	xmru
陷害	xmhd
陷落	xmlo
陷阱	xmjk
隆冬	lsds
隆恩	lsen
隆胸	lsxs
隆起	lsqi
隆重	lsvs
隋唐	svth
隋朝	svic
随之	svvi
随从	svcs
随你	svni
随便	svbm
随军	svjy
随口	svkz
随同	svts
随后	svhz
随和	svhe
随地	svdi
随处	sviu
随心	svxb
随想	svxl
随意	svyi
随感	svgj
随手	svuz
随时	svui
随机	svji
随着	svve
随笔	svbi
随缘	svyr
随葬	svzh
随行	svxk
随访	svfh
随身	svuf
随风	svfg
隐含	ybhj
隐居	ybju
隐形	ybxk
隐忍	ybrf
隐患	ybhr
隐晦	ybhv
隐痛	ybts
隐瞒	ybmj
隐私	ybsi
隐秘	ybmi
隐蔽	ybbi
隐藏	ybch
隐衷	ybvs
隐身	ybuf
隐退	ybtv
隔了	gele
隔壁	gebi
隔夜	geye
隔天	getm
隔开	gekd
隔断	gedr
隔日	geri
隔热	gere
隔着	geve
隔离	geli
隔绝	gejt
隔膜	gemo
隔阂	gehe
隔音	geyb
障碍	vhai
隧洞	svds
隧道	svdc
隶属	liuu
隽永	jrys
难为	njww
难买	njmd
难了	njle
难于	njyu
难产	njij
难以	njyi
难住	njvu
难保	njbc
难做	njzo
难免	njmm
难关	njgr
难办	njbj
难受	njuz
难吃	njii
难听	njtk
难处	njiu
难学	njxt
难容	njrs
难度	njdu
难当	njdh
难得	njde
难忘	njwh
难怪	njgk
难懂	njds
难打	njda
难找	njvc
难捱	njai
难民	njmb
难求	njqq
难测	njce
难消	njxn
难点	njdm
难熬	njao
难用	njys
难看	njkj
难耐	njnd
难觅	njmi
难解	njjp
难言	njyj
难说	njuo
难过	njgo
难逃	njtc
难道	njdc
难闻	njwf
难题	njti
雀巢	qtic
雀斑	qtbj
雀跃	qtyt
雄健	xsjm
雄兵	xsbk
雄厚	xshz
雄壮	xsvl
雄姿	xszi
雄心	xsxb
雄性	xsxk
雄浑	xshy
雄踞	xsju
雄辩	xsbm
雄风	xsfg
雄鹰	xsyk
雄鹿	xslu
雅人	yarf
雅俗	yasu
雅兴	yaxk
雅典	yadm
雅号	yahc
雅士	yaui
雅安	yaan
雅座	yazo
雅虎	yahu
雅观	yagr
雅趣	yaqu
雅量	yall
雅阁	yage
雅黑	yahw
集中	jivs
集体	jiti
集合	jihe
集团	jitr
集训	jixy
雇主	guvu
雇员	guyr
雇用	guys
雇请	guqk
雌性	cixk
雌雄	cixs
雌鸟	cinn
雍容	ysrs
雍正	ysvg
雏形	iuxk
雕像	dnxl
雕刻	dnke
雕塑	dnsu
雕琢	dnvo
雕花	dnhx
雕饰	dnui
雨丝	yusi
雨中	yuvs
雨伞	yusj
雨刮	yugx
雨天	yutm
雨季	yuji
雨林	yulb
雨水	yuuv
雨点	yudm
雨量	yull
雨雪	yuxt
雨露	yulu
雪亮	xtll
雪人	xtrf
雪地	xtdi
雪堆	xtdv
雪天	xttm
雪山	xtuj
雪崩	xtbg
雪景	xtjk
雪橇	xtqn
雪灾	xtzd
雪片	xtpm
雪白	xtbd
雪碧	xtbi
雪糕	xtgc
雪耻	xtii
雪花	xthx
雪茄	xtjx
雪莲	xtlm
雪藏	xtch
零下	lkxx
零件	lkjm
零分	lkff
零售	lkuz
零度	lkdu
零散	lksj
零星	lkxk
零点	lkdm
零碎	lksv
零花	lkhx
零落	lklo
零钱	lkqm
零食	lkui
雷劈	lwpi
雷动	lwds
雷区	lwqu
雷同	lwts
雷声	lwug
雷池	lwii
雷电	lwdm
雷神	lwuf
雷管	lwgr
雷达	lwda
雷锋	lwfg
雷雨	lwyu
雷霆	lwtk
